File	AsrCERENCE	Label
de-04_090a_de_10061.wav	Fenster ein bisschen aufmachen	Stellen Sie die Sitzbelüftung für den Passagier auf ein Minimum ein
de-04_090a_de_10062.wav	Kannst du die sitz Heizung anmachen	Sitzbelüftung auf Minimum eingestellt
de-04_090a_de_10065.wav	Erhöhen Sie die Sitzbelüftung um zwei stufen	Erhöhen Sie die Sitzbelüftung um 2 Stufen
de-04_090a_de_10067.wav	Verringern Sie die Sitzbelüftung um zwei stufen	Verringern Sie die Sitzbelüftung um 2 Stufen
de-04_090a_de_10068.wav	Schalte die Massagefunktion für den Beifahrer sitz ein	Schalte die Massagefunktion für den Beifahrersitz ein
de-04_090a_de_10069.wav	Mach bitte das Medien Volumen um zwei stufen lauter	Mache die Massagefunktion für den Passagier hinten links an
de-04_090a_de_10070.wav	Lass uns Die Massagestärke erhöhen	Aktiviere die Massagefunktion für den Sitz hinten rechts
de-04_090a_de_10073.wav	Erhöhe die Fahrer Sitzheizung auf Maximum	Schalte die Massage vorne rechts ein
de-04_090a_de_10075.wav	Schalte die Massagefunktion für den Beifahrer aus	Schalte die Massagefunktion für den Beifahrersitz aus
de-04_090a_de_10076.wav	Ich möchte die Medien Lautstärke um 20 % steigern	Mache die Massagefunktion für den Passagier hinten links aus
de-04_090a_de_10077.wav	Die außen Zirkulation sollte angeschaltet sein	Deaktiviere die Massagefunktion für den Sitz hinten rechts
de-04_090a_de_10080.wav	Schalte Digital Radio ein	Schalte die Massage vorne rechts aus
de-04_090a_de_10081.wav	Ich möchte die sitz Verluste kleiner stellen	Die Massage beim Beifahrer deaktivieren
de-04_090a_de_10090.wav	Offenes Fenster zu 10 %	Offenes Fenster zu 10%
de-04_090a_de_10092.wav	Das Beifahrer Fenster aufmachen	Das Beifahrerfenster aufmachen
de-04_090a_de_10093.wav	Das Fahrer Fenster aufmachen	Das Fahrerfenster aufmachen
de-04_090a_de_10094.wav	Das Fahrer Fenster öffnen	Das Fahrerfenster öffnen
de-04_090a_de_10096.wav	Das Beifahrer Fenster öffnen	Das Beifahrerfenster öffnen
de-04_090a_de_10097.wav	Navigiere mich zum Bahnhof	Lass das Fenster ein wenig schließen
de-04_090a_de_10099.wav	Fuß Lüfter einschalten	Schalte den Fahrmodus auf Sport um
de-04_090a_de_10100.wav	Bitte stelle das Volumen um 40 % leise	Schalte den Fahrmodus auf Sport ein
de-04_090a_de_10103.wav	Wechsel den Fahrmodus auf ECO	Wechsle den Fahrmodus auf ECO
de-04_090a_de_10105.wav	Den Schnee fahr modus aktivieren	Den Schneefahrmodus aktivieren
de-04_090a_de_10110.wav	Bitte stelle die Gebläse stärke auf Max	Schalte den Fahrmodus ein
de-04_090a_de_10112.wav	Stoppe stumm modus	Den Fahrmodus ausschalten
de-04_090a_de_10113.wav	Deaktivieren sie den Laufwerks modus	Deaktivieren Sie den Laufwerksmodus
de-04_090a_de_10115.wav	Schalten sie den sport fahr modus aus	Schalten Sie den Sportfahrmodus aus
de-04_090a_de_10116.wav	Komfort modus deaktivieren	Komfortmodus deaktivieren
de-04_090a_de_10118.wav	Sportplus Modus deaktivieren	Sport-Plus-Modus deaktivieren
de-04_090a_de_10125.wav	Schalte die sitz Heizung des fahre sein	Aktiviere das Ambientelicht
de-04_090a_de_10126.wav	Mache das ambiente licht an	mach das Ambientelicht an
de-04_090a_de_10129.wav	Setzen sie die Hello umgebungsfarbe auf dunkelblau	Setzen Sie die helle Umgebungsfarbe auf Dunkelblau
de-04_090a_de_10131.wav	Drehen die Helligkeit die atmosphärenbeleuchtung ein bisschen hoch	Drehe die Helligkeit der Atmosphärenbeleuchtung ein bisschen hoch
de-04_090a_de_10132.wav	Die Helligkeit die atmosphärenbeleuchtung ein wenig höher stellen	Die Helligkeit der Atmosphärenbeleuchtung ein wenig höher stellen
de-04_090a_de_10133.wav	Die Helligkeit die atmosphärenbeleuchtung ein bisschen erhöhen	Die Helligkeit der Atmosphärenbeleuchtung ein bisschen erhöhen
de-04_090a_de_10134.wav	Drehen sie Helligkeit des ambiente Lichts ein bisschen hoch	Drehe die Helligkeit des Ambientelichts ein bisschen hoch
de-04_090a_de_10135.wav	Stelle das Medien Volumen laut an	Die Helligkeit des Ambientelichts ein wenig höher stellen
de-04_090a_de_10136.wav	Die Helligkeit des ambiente Lichts ein bisschen erhöhen	Die Helligkeit des Ambientelichts ein bisschen erhöhen
de-04_090a_de_10137.wav	Erhöhe Helligkeit des ambiente Lichts etwas	Erhöhe Helligkeit des Ambientelichts etwas
de-04_090a_de_10138.wav	Erhöhen sie die Helligkeit des umgebungs Lichts um zwei stufen	Erhöhen Sie die Helligkeit des Umgebungslichts um 2 Stufen
de-04_090a_de_10140.wav	Die Helligkeit die atmosphärenbeleuchtung ein bisschen verringern	Die Helligkeit der Atmosphärenbeleuchtung ein bisschen verringern
de-04_090a_de_10141.wav	Drehe die Helligkeit des ambiente Lichts ein bisschen herunter	Drehe die Helligkeit des Ambientelichts ein bisschen herunter
de-04_090a_de_10142.wav	Ich möchte diese Zeit für auf maximum erhöhen	Die Helligkeit des Ambientelichts ein wenig niedriger stellen
de-04_090a_de_10143.wav	Die Helligkeit des ambiente Lichts ein bisschen verringern	Die Helligkeit des Ambientelichts ein bisschen verringern
de-04_090a_de_10144.wav	Verringere Helligkeit des ambiente Lichts etwas	Verringere Helligkeit des Ambientelichts etwas
de-04_090a_de_10145.wav	Verringern sie die Helligkeit des umgebungs Lichts um zwei stufen	Verringern Sie die Helligkeit des Umgebungslichts um 2 Stufen
de-04_090a_de_10146.wav	Stelle die Helligkeit des ambiente Lichts auf maximum	Stelle die Helligkeit des Ambientelichts auf Maximum
de-04_090a_de_10147.wav	Die Helligkeit des ambiente Lichts auf maximum	Die Helligkeit des Ambientelichts auf Maximum
de-04_090a_de_10148.wav	Helligkeit des ambiente Lichts auf maximum stellen	Die Helligkeit des Ambientelichts auf das Maximum stellen
de-04_090a_de_10149.wav	Minimale Helligkeit des ambiente Lichts einstellen	Minimale Helligkeit des Ambientelichts einstellen
de-04_090a_de_10150.wav	Stelle die Helligkeit des ambiente Lichts auf das Minimum	Stelle die Helligkeit des Ambientelichts auf das Minimum
de-04_090a_de_10151.wav	Die Helligkeit des ambiente Lichts auf das Minimum einstellen	Die Helligkeit des Ambientelichts auf das Minimum einstellen
de-04_090a_de_10152.wav	Die Helligkeit des ambiente Lichts auf Minimum	Die Helligkeit des Ambientelichts auf Minimum
de-04_090a_de_10153.wav	Erhöhe die Medien Lautstärke ein wenig	Erhöhe die Medienlautstärke ein wenig
de-04_090a_de_10154.wav	Die Medien Lautstärke	Die Medienlautstärke ein bisschen erhöhen
de-04_090a_de_10155.wav	Dreh die Lautstärke von Medien hoch	Drehe die Lautstärke von Medien hoch
de-04_090a_de_10156.wav	Erhöhen sie die Musik Lautstärke um zwei stufen	Erhöhen Sie die Musiklautstärke um 2 Stufen
de-04_090a_de_10157.wav	Erhöhen sie die Musik Lautstärke um 50 %	Erhöhen Sie die Musiklautstärke um 50 Prozent
de-04_090a_de_10158.wav	Die Medien Lautstärke ein wenig verringern	Die Medienlautstärke ein wenig verringern
de-04_090a_de_10159.wav	Die Medien Lautstärke ein bisschen senken	Die Medienlautstärke ein bisschen senken
de-04_090a_de_10160.wav	Dreh und die Lautstärke von Medien herunter	Drehe die Lautstärke von Medien herunter
de-04_090a_de_10161.wav	Verringern sie die Musik Lautstärke um zwei stufen	Verringern Sie die Musiklautstärke um 2 Stufen
de-04_090a_de_10162.wav	Verringern sie die Musik Lautstärke um 50 %	Verringern Sie die Musiklautstärke um 50 Prozent
de-04_090a_de_10163.wav	Stellen sie die Musik Lautstärke auf 50 % ein	Stellen Sie die Musiklautstärke auf 50 Prozent ein
de-04_090a_de_10164.wav	Stellen sie die Musik Lautstärke auf Stufe 5 ein	Stellen Sie die Musiklautstärke auf Stufe 5 ein
de-04_090a_de_10165.wav	Stellen sie die Musik Lautstärke auf maximum ein	Stellen Sie die Musiklautstärke auf Maximum ein
de-04_090a_de_10166.wav	Ändern sie die UKW Lautstärke auf ein Minimum	Ändern Sie die UKW-Lautstärke auf ein Minimum
de-04_090a_de_10168.wav	Ich möchte das Beifahrer Fenster öffnen	Die Lautstärke für Navigation ein wenig verringern
de-04_090a_de_10169.wav	Ich möchte vorderen Innenraum auf maximal Temperatur einstellen	Die Lautstärke von Navigation ein bisschen senken
de-04_090a_de_10171.wav	Verringern Sie die Navigationslautstärke um zwei stufen	Verringern Sie die Navigationslautstärke um 2 Stufen
de-04_090a_de_10172.wav	Navigation s Volumen auf 50 % einstellen	Navigationsvolumen auf 50 Prozent einstellen
de-04_090a_de_10174.wav	Gegen Sie die Navigationslautstärke auf ein Minimum fest	Legen Sie die Navigationslautstärke auf ein Minimum fest
de-04_090a_de_10177.wav	Stelle das Navigation s Volumen leise	Verringern Sie die Lautstärke ein wenig
de-04_090a_de_10178.wav	Den Ventilator auf Minimum stellen	Stellen Sie die Lautstärke auf 15 ein
de-04_090a_de_10179.wav	Verringern sie die Lautstärke um zwei stufen	Reduzierung des Volumens um 50 Prozent
de-04_090a_de_10181.wav	Lautstärke auf 50 % einstellen	Lautstärke auf 50 Prozent einstellen
de-04_090a_de_10183.wav	Gebläse stärke der Klimaanlage ein wenig verringern	Legen Sie die Lautstärke auf ein Minimum fest
de-04_090a_de_10184.wav	Reduzierung des Navigation s Volumens um 50 %	Reduzierung des Navigationsvolumens um 50 Prozent
de-04_090a_de_10187.wav	Schalte die sitz Belüftung des Beifahrers aus	Schalte das Radio ein
de-04_090a_de_10189.wav	Ich möchte den Fahrmodus auf Benutzerdefiniert modus einstellen	Radio einschalten
de-04_090a_de_10191.wav	Stell das Radio an	Stelle das Radio an
de-04_090a_de_10192.wav	Die Sitzbelüftung von fahre anmachen	Bitte mach das Radio an
de-04_090a_de_10193.wav	Verringere Nomi Lautstärke	Ich will Radio hören
de-04_090a_de_10196.wav	Deaktiviere den Schnee modus	Kannst du Radio abspielen
de-04_090a_de_10197.wav	Schalte Luftreiniger an	Zum Radio umschalten
de-04_090a_de_10200.wav	Schalte Digitalradio an	Wechsle zum Radio
de-04_090a_de_10203.wav	Die Helligkeit des ambiente Lichts ein bisschen erhöhen	Schalte Radio aus
de-04_090a_de_10206.wav	Kannst du den Fahrmodus auf sport plus stellen	Radio beenden
de-04_090a_de_10207.wav	Stelle die massagestufe auf das Minimum	Ich will dass du das Radio ausschaltest
de-04_090a_de_10209.wav	Drehe die Lüftung runter	Radio jetzt beenden
de-04_090a_de_10210.wav	Musik Funktion anmachen	Radio abschalten
de-04_090a_de_10213.wav	Navigiere zu Korekamp	kannst du mir ein zufälliges Lied abspielen
de-04_090a_de_10214.wav	Suche Gutenberg-Museum	suche Gutenberg Museum
de-04_090a_de_10216.wav	Bitte stelle das Medien Volumen auf 37 % laut	Wo befindet sich der Stadtpark
de-04_090a_de_10217.wav	Drehen sie die Heizung des Fahrersitzes auf	Wo ist das Stadtmuseum
de-04_090a_de_10218.wav	Bitte stelle die sitz Heizung des Fahrersitzes auf zwei	Wo liegt der Englische Garten
de-04_090a_de_10219.wav	Wo ist das Gutenberg-Museum	Wo ist das Gutenberg Museum
de-04_090a_de_10220.wav	Ich möchte den der Migration s Lautstärke senken	Wo liegt das Schokoladenmuseum
de-04_090a_de_10221.wav	Suche Dunkerstraße	suche Dunckerstraße
de-04_090a_de_10235.wav	Gibt es verfügbare Batteriewechselstation in der Nähe	gibt es verfügbare Batteriewechselstationen in der Nähe
deu_split_A1_12000.wav	Mach digital Radio an	mach Digitalradio an
deu_split_A1_12001.wav	Mach digital Radio aus	mach Digitalradio aus
deu_split_A1_12020.wav	Mach Musik Funktion aus	mach Musikfunktion aus
deu_split_A1_12033.wav	Das Medien Volumen erhöhen	Das Medienvolumen erhöhen
deu_split_A1_12034.wav	Medien Volumen verringern	Medienvolumen veringern
deu_split_A1_12036.wav	Verringere Nomi Lautstärke	verringere Nomi-Lautstärke
deu_split_A1_12043.wav	Maximale Volumen	Maximalvolumen
deu_split_A1_12044.wav	Minimum Volumen	Minimumvolumen
deu_split_A1_12045.wav	Verringere die Lautstärke um 10 %	Verringe die Lautstärke um 10%
deu_split_A1_12046.wav	Erhöhe die Lautstärke um 10 %	erhöhe die Lautstärke um 10%
deu_split_A1_12064.wav	Die Audio Wiedergabe fortsetzen	die Audiowiedergabe fortsetzen
deu_split_A1_12067.wav	Schalte die Tour Radio aus	schalte Digitalradio aus
deu_split_A1_12085.wav	Spiel Musik Funktion ab	spiel Musikfunktion ab
deu_split_A1_12097.wav	Stell das Million Volumen laut an	stelle das Medienvolumen laut an
deu_split_A1_12098.wav	Das Medien Blum auf maximum einstellen	Das Medienvolumen auf Maximum einstellen
deu_split_A1_12099.wav	Das medium Volumen auf Minimum einstellen	Das medienvolumen auf minimum einstellen
deu_split_A1_12100.wav	Das war im zum Action einstellen	Das Volumen zu Maximum einstellen
deu_split_A1_12102.wav	Ich will die Lautstärke um 10 % erhöhen	ich will die Lautstärke um 10% erhöhen
deu_split_A1_12103.wav	Stummschalten	stumm schalten
deu_split_A1_12106.wav	Zum letzte wechseln	zum Letzten wechseln
deu_split_A1_12117.wav	Bitte setz die Audio Wiedergabe fort	Bitte setzt die Audiowiedergabe fort
deu_split_A1_12119.wav	Öffne Digitalradio	öffne Digitalradio
deu_split_A1_12120.wav	Digital Radio schließen	Digitalradio schließen
deu_split_A1_12142.wav	Spiel ein zufälliges Lil	Spiel ein zufälliges Lied
deu_split_A1_12145.wav	Mach bitte das Medien Volumen ganz laut	Mach bitte das Medienvolumen ganz laut
deu_split_A1_12146.wav	Mach bitte das Medien Volumen ganz leise	Mach Bitte das Medienvolumen ganz leise
deu_split_A1_12149.wav	Volium ausschalten	Volumen ausschalten
deu_split_A1_12159.wav	Stoppe das digital radio	stoppe das Digitalradio
deu_split_A1_12177.wav	Musik Funktion anmachen	Musikfunktion anmachen
deu_split_A1_12185.wav	Schalte mal Digital Radio aus	schalte mal Digitalradio aus
deu_split_A1_12206.wav	Spiel mal irgend ein Lied ab	spiel mal irgendein Lied ab
deu_split_A1_12208.wav	Mach mal Digital Radio an	mach mal Digitalradio an
deu_split_A1_12209.wav	Digital Radio ausschalten	Digitalradio auschalten
deu_split_A1_12216.wav	Schalte Digital Radio ein	schalte Digitalradio ein
deu_split_A1_12217.wav	Mach mal Digital Radio aus	mach mal Digitalradio aus
deu_split_A1_12223.wav	Öffne mal Digitalradio	öffne mal Digitalradio
deu_split_A1_12225.wav	SM anschalten	FM anschalten
deu_split_A1_12227.wav	Starte das TITAL radio	starte das Digitalradio
deu_split_A1_12237.wav	Klima Automatik im von and ausschalten	Klimaautomatik im Fond ausschalten
deu_split_A1_12241.wav	Innen Temperatur Synchronisation aktivieren	Innentemperatursynchronisation aktivieren
deu_split_A1_12243.wav	Innen Temperatur Synchronisation deaktivieren	Innentemperatursynchronisation deaktivieren
deu_split_A1_12246.wav	Temperatur der vorn in Klimatisierung auf 15 grad einstellen	Temperatur der vorderen Klimatisierung auf 15 Grad einstellen
deu_split_A1_12247.wav	Temperatur der hinteren Klimaanlage auf 15,5 grad einstellen	Temperatur der hinteren Klimaanlage auf 15.5 Grad einstellen
deu_split_A1_12248.wav	Temperatur der Klimaanlage für fahr Seite auf 25 grad einstellen	Temperatur der Klimaanlage für Fahrerseite auf 25 Grad einstellen
deu_split_A1_12249.wav	Temperatur der Klimaanlage Beifahrer Seite auf 31° einstellen	Temperatur der Klimaanlage für Beifahrerseite auf 31 Grad einstellen
deu_split_A1_12254.wav	Temperatur der hinteren Seite auf 15,5 grad einstellen	Temperatur der hinteren Seite auf 15.5 Grad einstellen
deu_split_A1_12257.wav	Gebläse stärke im Fahrer auf Stufe 3 einstellen	Gebläsestärke im Fond auf Stufe 3 einstellen
deu_split_A1_12258.wav	Gebläse Check free Vordersitze auf den Höchstwert einstellen	Gebläsestärke für die Vordersitze auf den Höchstwert einstellen
deu_split_A1_12259.wav	Gebläse stärke um vor auf den Mindestwert einstellen	Gebläsestärke im Fond auf den Mindestwert einstellen
deu_split_A1_12260.wav	Gebläse stärke der Klimaanlage ein wenig erhöhen	Gebläsestärke der Klimaanlage ein wenig erhöhen
deu_split_A1_12262.wav	Gebläse stärke erhöhen	Gebläsestärke erhöhen
deu_split_A1_12265.wav	Klimaanlage auf die Frost modus einstellen	Klimaanlage auf Defrost-Modus einstellen
deu_split_A1_12274.wav	Bitte Frischluft modus einschalten	Bitte Frischluftmodus einschalten
deu_split_A1_12286.wav	Luftreinigungs modus einstellen	Luftreinigungsmodus einstellen
deu_split_A1_12304.wav	Kannst du ein wenig herunter fahren	Fenster ein wenig herunterfahren
deu_split_A1_12358.wav	Heizung des linken rück Sitzes ausschalten	Heizung des linken Rücksitzes ausschalten
deu_split_A1_12361.wav	Fahrersitzheizung höher stellen	Fahrersitzheizung höher einstellen
deu_split_A1_12362.wav	Beifahrer Sitzheizung niedriger einstellen	Beifahrersitzheizung niedriger einstellen
deu_split_A1_12363.wav	Sitz Heizung vorn auf den Höchstwert einstellen	Sitzheizung vorn auf den Höchstwert einstellen
deu_split_A1_12366.wav	Und manche Sitzheizung deaktivieren	Automatische Sitzheizung deaktivieren
deu_split_A1_12368.wav	Starte massage Fulton auf dem vorder sitz	Start mit Massage der Schultern auf dem Vordersitz
deu_split_A1_12374.wav	Intensität der Sitzmassage ein wenig höher stellen	Intensität der Sitzmassage ein wenig höher einstellen
deu_split_A2_12465.wav	Test fahrt modus aktivieren	Testfahrtmodus aktivieren
deu_split_A2_12468.wav	Test fahrt modus deaktivieren	Testfahrtmodus deaktivieren
deu_split_A2_12501.wav	Benachrichtigungs Lautstärke ein wenig verringern	Benachrichtigungslautstärke ein wenig verringern
deu_split_A2_12502.wav	Nomi Lautstärke auf 15 einstellen	NOMI-Lautstärke auf 15 einstellen
deu_split_A2_12753.wav	Die Spielplätze in der Nähe der Schule suchen	Die Spielpätze in der Nähe der Schule suchen
deu_split_A2_12772.wav	Navigiere mich zur Haferkamp	Navigiere mich zur Haverkamp
deu_split_A2_12808.wav	Suche ein Kiosk an eine vom Post	Suche einen Kiosk in der Nähe von Post
deu_split_A2_12827.wav	Navigiere zu Korekamp	Navigiere zur Korekamp
deu_split_A2_12828.wav	Rote Erde in Aachen suchen	Rothe Erde in Aachen suchen
deu_split_A2_12866.wav	Starte ein Navigation zu einem Spielplatz	Starte eine Navigation zu einem Spielplatz
deu_split_A2_12867.wav	Navigiere mich zu Linas zu Hause	Navigiere mich zu Linas Zuhause
deu_split_A2_12881.wav	Navigiere nach Bismarckstraße	Navigiere nach Bismarkstraße
deu_split_A2_12918.wav	Zu Rinkes zu Hause navigieren	Zu Rinkes Zuhause navigieren
deu_split_A3_12964.wav	Wo stammst suchen	Buschdonk suchen
deu_split_A3_12990.wav	Navigiere mich nach Distrikt eins in Düsseldorf	Navigiere mich nach District 1 in Düsseldorf
deu_split_A3_13039.wav	Batteriewechselstationen und Ladestation in diesem Bereich suchen	Batteriewechselstationen und Ladestationen in diesem Bereich suchen
deu_split_A3_13144.wav	Batteriewechselstationen Ladestation in der Nähe finden	Batteriewechselstation und Ladestation in der Nähe finden
deu_split_B1_12000.wav	Mach das digital radio an	mach Digitalradio an
deu_split_B1_12001.wav	Mach digital Radio aus	mach Digitalradio aus
deu_split_B1_12020.wav	Mach das Musik Funktion aus	mach Musikfunktion aus
deu_split_B1_12021.wav	Spiele Musik ab	spiel Musik ab
deu_split_B1_12033.wav	Das Medien Volumen erhöhen	Das Medienvolumen erhöhen
deu_split_B1_12034.wav	Medien Volumen verringern	Medienvolumen veringern
deu_split_B1_12036.wav	Verringere Nomi Lautstärke	verringere Nomi-Lautstärke
deu_split_B1_12044.wav	Minimum Volumen	Minimumvolumen
